Timesteps,RolloutActions,RolloutActionEntropy,RolloutDominantAction,RolloutDominantActionFraction,train_approx_kl,train_clip_fraction,train_clip_range,train_entropy_loss,train_explained_variance,train_learning_rate,train_loss,train_policy_gradient_loss,train_value_loss,rollout_ep_len_mean,rollout_ep_rew_mean
1024,"{""0"": 169, ""1"": 190, ""2"": 147, ""3"": 176, ""4"": 169, ""5"": 173}",1.788934,1,0.185547,,,,,,,,,,,
2048,"{""0"": 167, ""1"": 155, ""2"": 181, ""3"": 189, ""4"": 156, ""5"": 176}",1.789053,3,0.18457,0.0013512196019291878,0.005126953125,0.0998976,-1.7911861389875412,0.026095569133758545,0.000249744,0.026872150599956512,-0.002542863308917731,0.12501760525628924,,
3072,"{""0"": 143, ""1"": 147, ""2"": 193, ""3"": 197, ""4"": 183, ""5"": 161}",1.783803,3,0.192383,0.0004161304677836597,0.0,0.0997952,-1.788257211446762,0.39324498176574707,0.00024948799999999997,0.020445093512535095,-1.9729253835976124e-05,0.0868184813298285,,
4096,"{""0"": 153, ""1"": 158, ""2"": 152, ""3"": 187, ""4"": 197, ""5"": 177}",1.786585,4,0.192383,0.00042911089258268476,0.0,0.09969280000000001,-1.7880027145147324,0.22233110666275024,0.000249232,0.06233018636703491,-0.0005099450936540961,0.1918981745839119,,
5120,"{""0"": 151, ""1"": 183, ""2"": 162, ""3"": 143, ""4"": 225, ""5"": 160}",1.779643,4,0.219727,0.0008710938272997737,0.007568359375,0.09959040000000001,-1.7870550155639648,0.24722182750701904,0.000248976,0.04598601162433624,-0.0009090134408324957,0.15875807218253613,,
6144,"{""0"": 174, ""1"": 150, ""2"": 151, ""3"": 160, ""4"": 216, ""5"": 173}",1.783535,4,0.210938,0.0005109726916998625,0.00048828125,0.09948800000000001,-1.7837634086608887,0.5140920877456665,0.00024872,0.04859018325805664,-0.00011309876572340727,0.15178701374679804,,
7168,"{""0"": 152, ""1"": 144, ""2"": 163, ""3"": 142, ""4"": 240, ""5"": 183}",1.773287,4,0.234375,0.002439789939671755,0.081298828125,0.0993856,-1.7801642045378685,0.45252764225006104,0.000248464,0.04134488105773926,-0.0026647948543541133,0.1540697794407606,,
8192,"{""0"": 122, ""1"": 182, ""2"": 141, ""3"": 164, ""4"": 237, ""5"": 178}",1.769694,4,0.231445,0.001991957426071167,0.046142578125,0.09928320000000002,-1.7768980786204338,0.29452669620513916,0.00024820800000000003,0.049848221242427826,-0.00197955610929057,0.17416937183588743,,
9216,"{""0"": 125, ""1"": 179, ""2"": 148, ""3"": 160, ""4"": 244, ""5"": 168}",1.769527,4,0.238281,0.001547748688608408,0.040771484375,0.09918080000000001,-1.770158663392067,0.47634273767471313,0.000247952,0.028552092611789703,-0.0017596299585420638,0.1828251527622342,,
10240,"{""0"": 150, ""1"": 194, ""2"": 154, ""3"": 139, ""4"": 232, ""5"": 155}",1.774718,4,0.226562,0.002022311557084322,0.043701171875,0.09907840000000001,-1.7759378775954247,-0.13187110424041748,0.000247696,0.05937308445572853,-0.0011203006142750382,0.24194000661373138,,
